texto,nota,data,app
amooo o duoo ele me ajuda muitooo,5,2026-04-03 15:31:28,Duolingo
Aconselho a baixarem se vocês se empenharem bem mesmo e não se esquecerem da lição todos vão aprender facilmente.✨,5,2026-04-03 15:31:23,Duolingo
"3 estrelas pq eu já sei algumas palavras em inglês, mas gostei de aprender outras com o Duolingo 💚(⁠≧⁠▽⁠≦⁠)",3,2026-04-03 15:31:01,Duolingo
eu desinstalei o app por dois motivos: o primeiro motivo e a ofensiva do duo essa ofensiva fica irritando por que o Duolingo não para de mandar para eu fazer a lição se não ia perder a ofensiva o segundo motivo e que tudo virou pago e dificultou o aprendizado. não sei usar vírgula.,1,2026-04-03 15:30:28,Duolingo
muito ruim o sistema de baterias,1,2026-04-03 15:28:43,Duolingo
"me ajudou a falar outros idiomas e aprendi a falar coreano, japonês, inglês, espanhol, russo e etc",5,2026-04-03 15:27:49,Duolingo
"Muito bom para estudar, mas os recursos grátis tornam a experiência muito limitada.",4,2026-04-03 15:27:36,Duolingo
"ótimo!!! amei, estou aprendendo muitas coisas... isso sim é um aplicativo de vdd 😉😁😁",5,2026-04-03 15:26:57,Duolingo
muito bom para o aprendizado,5,2026-04-03 15:25:40,Duolingo
teve alguns errors nesta app MAIS e incrivel,4,2026-04-03 15:21:53,Duolingo
"esse aplicativo de aprender outros idiomas é muito legal e criativo, além de aprender, você se diverte com os jogos😊amei!",5,2026-04-03 15:20:12,Duolingo
app muito bom para apreender nova 😝,5,2026-04-03 15:19:35,Duolingo
"muito bom, já consegui aprender várias palavras diferentes.",5,2026-04-03 15:17:07,Duolingo
muito bom pra aprender até me assusto agora tem xadrez músicas matemática muito bom pra aprender recomendo e tem várias linguagens bem bom 👍,5,2026-04-03 15:16:37,Duolingo
"ótimo,para quem quer aprender coisas novas ou seja quem gosta de aprender coisas diferentes tem muitas línguas é ótimo",5,2026-04-03 15:16:21,Duolingo
amo Duolingo melhor app de aprendizagem de todos os tempos,5,2026-04-03 15:13:55,Duolingo
"É um app maravilhoso! Tanto para iniciantes, quanto para mais ""veteranos""... Além de terem várias opções de ensino. Recomendo!",5,2026-04-03 15:09:31,Duolingo
"é ótimo para aprender em casa, eu mesmo já aprendi várias palavras só em 3 dias, eu recomendo para quem quer aprender rápido ⭐⭐⭐⭐⭐",5,2026-04-03 15:09:23,Duolingo
duolingo e muito bom para aprender sobre tudo eu amooooo,5,2026-04-03 15:08:40,Duolingo
"O app é muito bom pra aprender Inglês! Um problema é que só vai até B2. Podia ter o nível C1 e C2 para ficar mais completo. E outro problema, é que adicionaram o sistema de energia, que gasta mais rápido. Mesmo quando vc acerta a lição, gasta a bateria.",3,2026-04-03 15:08:06,Duolingo
🤮,1,2026-04-03 15:06:52,Duolingo
maravilhoso 😍😍,5,2026-04-03 15:06:19,Duolingo
muito dom,5,2026-04-03 15:06:13,Duolingo
o domingo é muito bom abaixei o aplicativo do Duolingo ontem já aprendi novas palavras em inglês 💖💖💖,5,2026-04-03 15:06:05,Duolingo
muito bom,5,2026-04-03 15:05:50,Duolingo
muito bom,5,2026-04-03 14:55:44,Duolingo
e bom pra aprender outros idiomas 😋,5,2026-04-03 14:53:32,Duolingo
muito bom top.top,5,2026-04-03 14:52:49,Duolingo
muito bom palavras novas ajuda com ia sem Visio no celular aprendi muito e gora tô na música mais ainda tô fazendo lição de inglês talvez depois de coreano recomendo muito,5,2026-04-03 14:50:53,Duolingo
muito bom estou amando parece que já estou melhor em ingles o doulingo e muito bom para aprender várias linguagens e a que eu escolhi é inglês que não sou muito bom mais já me sinto muito melhor em ingles doque antes.>:3,5,2026-04-03 14:48:24,Duolingo
"gostei,mas poderia continuar com as vidas (5 corações ❤️)to muito bom no xadrez ganhando 50X do Óscar",4,2026-04-03 14:47:53,Duolingo
ele é bom pois dar para aprender varias linguas como INGLESH eu faço INGLESH na escola e em casa no duolingo,5,2026-04-03 14:47:07,Duolingo
aprendo muito,5,2026-04-03 14:45:21,Duolingo
é muito bom para aprender muito sobre uma língua nova ...,4,2026-04-03 14:44:58,Duolingo
muito legal aprender outro idioma com o Duolingo,5,2026-04-03 14:44:15,Duolingo
e duolingo e bom mais só ensina o básico e ele é muito bugado,4,2026-04-03 14:43:49,Duolingo
muito bom ótimo,5,2026-04-03 14:42:41,Duolingo
"Sou uma criança, e estou aprendendo muitas palavras novas q antes eu nn sabia, estou adorando 😊",5,2026-04-03 14:40:47,Duolingo
muito bom,5,2026-04-03 14:37:03,Duolingo
"o Duolingo e bom,mas não tem nenhum texto ou gráfico pra ler para melhorar os estudos,e isso que é o ruim,mas ele é muito bom, recomendo",4,2026-04-03 14:36:51,Duolingo
bom,5,2026-04-03 14:35:51,Duolingo
otimo,5,2026-04-03 14:35:29,Duolingo
è muito legal,5,2026-04-03 14:30:04,Duolingo
muito bom,5,2026-04-03 14:28:43,Duolingo
é muito bom esta aprovado,5,2026-04-03 14:27:28,Duolingo
me ajudou nos estudos.,5,2026-04-03 14:24:21,Duolingo
Tem um jeito único de ensinar. Amo!,5,2026-04-03 14:23:19,Duolingo
se o Doulingo me responder por imeil eu faço minhas lições todos os dias ✨,5,2026-04-03 14:22:08,Duolingo
muito legal aprender muito rápido,5,2026-04-03 14:19:15,Duolingo
tô aprendendo muito obrigado,5,2026-04-03 14:14:23,Duolingo
gosto fe de praticar a escrita e não tem muito dever a isso ❤️,4,2026-04-03 14:11:39,Duolingo
depois da atualização tá bem chato parece que querem enviar de guela a baixo que é obrigatório comprar o super mais além de carro não muda muito era melhor quando não tinha isso mais recomendo.,4,2026-04-03 14:08:44,Duolingo
ótimo aplicativo desenvolvido para entregar desempenho nas linguagens,5,2026-04-03 14:06:48,Duolingo
ele é muito legal e feliz,5,2026-04-03 14:01:40,Duolingo
amei,5,2026-04-03 14:00:37,Duolingo
terrível odiei,1,2026-04-03 13:53:16,Duolingo
😍❤️❤️,4,2026-04-03 13:52:12,Duolingo
"ótimo aplicativo para aprender novos idiomas seja para viajar, trabalho ou socializar com amigos 😁🔥",5,2026-04-03 13:49:33,Duolingo
estou aprendendo bastante o inglês com o Duolingo.,5,2026-04-03 13:49:30,Duolingo
Realmente disfruto la app. g,4,2026-04-03 13:47:28,Duolingo
Ensina mas que a escola !!!!,5,2026-04-03 13:47:26,Duolingo
"aplicativo muito bom, para você aprender um pouquinho de japonês meno, estou aprendendo muito. 👍👍👍",5,2026-04-03 13:47:18,Duolingo
gosto porque consigo aprender várias línguas diferentes,5,2026-04-03 13:46:49,Duolingo
de língua muito bom para aprender eu adorei,5,2026-04-03 13:46:14,Duolingo
muito legal,5,2026-04-03 13:40:39,Duolingo
muito bom 👍🏼 10/10,5,2026-04-03 13:39:14,Duolingo
👍,5,2026-04-03 13:36:35,Duolingo
muito bom,5,2026-04-03 13:36:28,Duolingo
app muito bom ensina inglês de graça e você aprende rápido amei,5,2026-04-03 13:36:12,Duolingo
muito ótimo,5,2026-04-03 13:34:49,Duolingo
muito super indico,5,2026-04-03 13:29:36,Duolingo
um aplicativo educativo e muito legal e divertido 😍😍,5,2026-04-03 13:29:18,Duolingo
❤️❤️❤️,5,2026-04-03 13:25:17,Duolingo
ele é muito legal é ensina com muita paciência,5,2026-04-03 13:24:54,Duolingo
estou me dedicando e o app ajuda bastante em ampliar o vocabulário,5,2026-04-03 13:24:48,Duolingo
só não gosto do novo sistema de energia limitada pra conseguir mais dinheiro através de assinaturas. antigamente dava pra passar horas estudando e o rendimento era melhor.,3,2026-04-03 13:24:25,Duolingo
Ele e muito bom da pra aprender inglês e ainda eu tenho certeza que passei na prova de inglês por causa dele e ele e o melhor app do mundo inteiro recomendo muito que baixem ele!,5,2026-04-03 13:23:31,Duolingo
5 ótimo vc aprende inglês música e outros ótimos adoro fazer o dou,5,2026-04-03 13:21:56,Duolingo
Ajuda d mais no aprendizado.,5,2026-04-03 13:21:17,Duolingo
ele é legal pode confiar🤫🤫🤫,5,2026-04-03 13:21:06,Duolingo
gostei mt,5,2026-04-03 13:17:57,Duolingo
Achei desnecessário que façam referência a astrologia e tenha relação com deuses.,3,2026-04-03 13:17:28,Duolingo
é muito ruim me deu um susto,1,2026-04-03 13:17:22,Duolingo
só acho que deveria ter mais lição,5,2026-04-03 13:17:11,Duolingo
jogo muito bom só que tem que ensinar mas palavras difícil diferente não essas tão simples,5,2026-04-03 13:16:59,Duolingo
"very good, amazing!",5,2026-04-03 13:11:47,Duolingo
Deus poderoso,5,2026-04-03 13:11:46,Duolingo
ele é um aplicativo muito educativo e divertido,5,2026-04-03 13:10:53,Duolingo
Duo não me sequestra porque eu não fiz a lição de inglês,5,2026-04-03 13:10:08,Duolingo
"O app ja foi bom, o conteúdo para crianças esta com vies tendencioso.",1,2026-04-03 13:06:25,Duolingo
aprendi inglês muito rápido ele é bom porque se você quiser ir lá para Paris abaixa ele,5,2026-04-03 13:05:22,Duolingo
ele é muito bom para aprender linguas novas!!!,5,2026-04-03 13:04:50,Duolingo
muito bom,5,2026-04-03 13:04:00,Duolingo
muito bom pra quem quer estudar,5,2026-04-03 13:03:49,Duolingo
"eu amei muito, muito legal abaixa vcs vai amar",5,2026-04-03 13:01:08,Duolingo
"Gostei muito do duolingo é um jogo ótimo para estudar além de ter várias línguas para nos estudar também tem musica, xadrez, matemática e etc, então recomendo muito!!!",5,2026-04-03 13:01:07,Duolingo
muito bacana !!,5,2026-04-03 13:01:06,Duolingo
aprendi muita coisa aqui,5,2026-04-03 13:00:29,Duolingo
"muito legal para aprender outras línguas mas, quando fico sem energia o duolinguo pede pra continuar sem dar",4,2026-04-03 13:00:25,Duolingo
muito bom recomendo e sincero. Estou vendo espanhol e estou no início e quase estou valendo fluente,5,2026-04-03 13:00:17,Duolingo
e muito bom com sigo fazer aprender a fazer japonês,5,2026-04-03 12:59:41,Duolingo
Algumas vezes quando eu estou tocando uma música eu toco na tecla e fala que eu não toquei mas eu acho que eu toquei o restante tudo bem,4,2026-04-03 12:56:42,Duolingo
"Eu adoro o duo, ele todos os dias me lembra das minha aulas de inglês, mas as vezes ele trava e eu tenho que desinstalar ele,mas recomendo! Parabéns duo😁💓 Eu faço na verdade todas as aulas,aprendi muito com ele. Bjos duo🇺🇸🗽",5,2026-04-03 12:55:59,Duolingo
Muito bom para aprender com tudo de graça!! além de ter agora para aprender matemática musica e xadrez todos são muito bons de aprender!!,5,2026-04-03 12:55:31,Duolingo
incrível já aprendi milhares de coisas,5,2026-04-03 12:54:47,Duolingo
tô aprendendo a falar muito bem,4,2026-04-03 12:54:43,Duolingo
estou aprendendo muito sobre espanhol aqui!,5,2026-04-03 12:54:39,Duolingo
"muito bom, baixei so a 2 dias a trás e ja sei palavras básicas do inglês, tenho certeza a vou melhorar muito mas na matéria de inglês na escola, esse app é tão bom, q chega a ser divertido 😄.",5,2026-04-03 12:51:41,Duolingo
muito bom,5,2026-04-03 12:50:41,Duolingo
é muito bom pra a prende e ficar inteligente 🧠,5,2026-04-03 12:50:15,Duolingo
Esse aplicativo é muito bom Eu gostei bastante,5,2026-04-03 12:49:31,Duolingo
"tem seus pontos positivos, mas peca de pecar nas propagandas indecentes sem filtro algum com sentidos eróticos !!!!!",2,2026-04-03 12:48:57,Duolingo
Muito bom aprenda com Duolingo,5,2026-04-03 12:47:41,Duolingo
aplicativo muito bom aprendi muito com ele mas as vezes ele é bem chato,5,2026-04-03 12:47:34,Duolingo
é muito bom para xadrez e inglês música Matemática e outras coisas,5,2026-04-03 12:47:02,Duolingo
muito bom eu amei,5,2026-04-03 12:46:53,Duolingo
muito bom mesmo muito legal mesmo,5,2026-04-03 12:45:58,Duolingo
É da hora e estou aprendendo em inglês,5,2026-04-03 12:45:26,Duolingo
muito bom,5,2026-04-03 12:45:15,Duolingo
bem gameficado e divertido,5,2026-04-03 12:44:53,Duolingo
muito bom,5,2026-04-03 12:43:49,Duolingo
adorei a APP ajuda muito o estudo de línguas tanto como estudo de jogo por exemplo xadrez ♟️♟️,5,2026-04-03 12:43:12,Duolingo
"ele é muito bom, aprendi vinte palavras em dois dias",5,2026-04-03 12:42:11,Duolingo
ainda vou aprender a língua do avatar,5,2026-04-03 12:36:50,Duolingo
é bom aprende super,4,2026-04-03 12:35:24,Duolingo
Consegui aprender alemão em menos de 7 dias!,5,2026-04-03 12:34:46,Duolingo
um app muito bom,5,2026-04-03 12:34:37,Duolingo
"muito top, só tirem aquelas propagandas betas do super",5,2026-04-03 12:33:54,Duolingo
e bom,3,2026-04-03 12:28:26,Duolingo
perdi meus 102 dias sendo que eu não tive um dia sem falta,1,2026-04-03 12:28:17,Duolingo
É legal:)👍,5,2026-04-03 12:27:31,Duolingo
muito bom,5,2026-04-03 12:27:27,Duolingo
ele dá pra aprender muitas coisas achei bem bacana,5,2026-04-03 12:25:31,Duolingo
e muito perfeito para eu ir no Estados Unidos,5,2026-04-03 12:25:01,Duolingo
e um ótimo aplicativo para adultos e crianças aprenderem a falar outro idioma mais não e tão bom porque de 3 em 3 minutos tem anúncio e isso desanima um pouco mais e também não e muito bom porque dizem que não tem que pagar o plano família do super mais tem que pagar mais tirando isso o app e maravilhoso incrível aprendi demais com ele,5,2026-04-03 12:24:54,Duolingo
Muito ruim eu nem sei o que é isso mal 😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,1,2026-04-03 12:24:41,Duolingo
isso ajuda muito pra aprender outras línguas!,5,2026-04-03 12:23:24,Duolingo
"aplicativo muito, bom tá me ajudando na refrescar a minha mente na minhas tarefas diárias amei muito",5,2026-04-03 12:21:47,Duolingo
"ótimo estou aprendendo demais mas só falta 1 coisa, não ser tão repetitivo. mas obrigada estou adorando ❤️😋",4,2026-04-03 12:19:01,Duolingo
no meio do jogo tem travado.,1,2026-04-03 12:18:15,Duolingo
muito bom,5,2026-04-03 12:17:38,Duolingo
ótimo,5,2026-04-03 12:13:43,Duolingo
não tem como não tem como ser comparado com outro site de aprender inglês,5,2026-04-03 12:13:37,Duolingo
"bem legal,você aprende aos poucos tem vários cursos que você pode fazer,mas as vezes o app tenta fazer você assinar o Super Duolingo,mas é muito bom recomendo.",4,2026-04-03 12:12:52,Duolingo
perfeito 👏🏾,5,2026-04-03 12:10:35,Duolingo
"Estou aprendendo muito, principalmente sobre teoria musical, e tocar teclado também faz parte, museu Duolingo vocês aprenderam muito.",5,2026-04-03 12:07:21,Duolingo
muito legal e bom pra aprender coisas novas,5,2026-04-03 12:04:56,Duolingo
Melhor de todos,5,2026-04-03 12:04:34,Duolingo
melhor curso,5,2026-04-03 12:04:28,Duolingo
estou amando estou aprendendo inglês e muito bom,5,2026-04-03 12:00:48,Duolingo
muita propaganda....,1,2026-04-03 12:00:30,Duolingo
É bem divertido eu fiquei vissiado de tão legal baixe para seu filho ele vai aprender inglês de uma forma muito mais divertida e legal...!!! Enrico L. Almeida.,4,2026-04-03 12:00:02,Duolingo
muito bom estou aprendendo,5,2026-04-03 11:59:49,Duolingo
apredi muito rápido!,5,2026-04-03 11:57:22,Duolingo
"muito bom, indico este aplicativo pra você além de inglês tem matemática,etc abaixa o Duolingo que vocês vão saber 🫶🏽😘",5,2026-04-03 11:53:52,Duolingo
muito bom nenhum defeito,5,2026-04-03 11:53:39,Duolingo
acrtei tudooooooo,5,2026-04-03 11:52:27,Duolingo
Amei estou tendo muito aprendizado com o aplicativo Duolingo vai me ajudar bastante no meu aprendizado e nos estudos 🥰❤️,5,2026-04-03 11:52:26,Duolingo
"o duo é muito fofo , ainda mais que agora posso aprender xadrez , antes não tinha isso !",5,2026-04-03 11:51:51,Duolingo
"Gente eu do cinco estrelas ao aplicativo por é mesmo bom , incina de acordo a basa, iniciando com as palavras pequenas sabes,,, yha é muito fixe... ainda não falha alguma ao aplicativo..",5,2026-04-03 11:51:23,Duolingo
amoo muito bom,5,2026-04-03 11:50:57,Duolingo
e muito bom esse jogo eu aprendi muito em inglês obrigado Duolingo por ensinar a gente.,5,2026-04-03 11:50:34,Duolingo
aprendi xadrez com o Duolingo,4,2026-04-03 11:49:49,Duolingo
já quero jogar mais,5,2026-04-03 11:49:42,Duolingo
ameii muito legal,5,2026-04-03 11:49:34,Duolingo
"amo aprender com o Duolingo, pois ele è uma aplicativo que consegue te treinar de 4 formas diferentes (leitura, escrita, audição e fala) para uma nova lingua. E se você se esforçar, consegue aprender uma lingua bem rápido do que o comum.",5,2026-04-03 11:43:21,Duolingo
muito bom e divertido.,5,2026-04-03 11:40:20,Duolingo
melhor app de todos,5,2026-04-03 11:40:13,Duolingo
E bem bom vc aprende rápido e bem legal de aprender assim.,4,2026-04-03 11:38:11,Duolingo
"eu gosto muito ele ajuda muito nos meus estudos 🩷,eu super aconselho para quem quiser aprender e se divertir ao mesmo tempo eu adoro também por que ele sempre te dá alguma premiação de acordo com as suas lições",5,2026-04-03 11:38:11,Duolingo
muito bom cara eu adorei,5,2026-04-03 11:37:16,Duolingo
incrivel,5,2026-04-03 11:35:58,Duolingo
muito bom,5,2026-04-03 11:35:34,Duolingo
"e muito legal , bem criativo as atividades para o bem aprendizado da criança e dos adultos.",5,2026-04-03 11:34:39,Duolingo
achei um jogo muito divertido legal gostei muito,5,2026-04-03 11:34:36,Duolingo
perfeito,4,2026-04-03 11:33:05,Duolingo
