texto,nota,data,app,sentimento,tamanho,palavras,ano_mes
"Horrível, me deu respostas erradas e algumas dizia que não sabia",1,2024-09-25 11:20:51,Photomath,Negativo,64,11,2024-09
ele fica misturando questões de resposta de perguntas anteriores,1,2025-09-22 19:22:28,Quizlet,Negativo,64,9,2025-09
Muito bom para fazer atividade on-line,1,2023-04-18 23:25:48,Google Classroom,Negativo,38,6,2023-04
"Paguei e me arrependi. Muitos bugs (perde a conexão facilmente, dá erro constante de pronuncia mesmo falando corretamente) e o método é chato. Achei o Falou muito melhor e com preço mais acessível.",1,2024-08-15 17:26:42,Babbel,Negativo,197,33,2024-08
"Minha experiência e muito ruim com o app para Android, a navegação e carga é difícil, o meu curso não é carregado na aba de meu aprendizado como sim acontece na web. Por favor melhor app.",2,2023-04-14 10:43:52,Udemy,Negativo,187,36,2023-04
"Esse app está péssimo! nada funciona, nao consigo terminar as lições ja fazem 3 dias porque o app fica carregando indefinidamente. é pra isso que demitiram os devs para usar IA? Se for, pode encerrar o app porque nada nele funciona.",1,2026-04-06 00:03:53,Duolingo,Negativo,232,41,2026-04
Não funcionou!,1,2023-03-03 19:36:45,Google Classroom,Negativo,14,2,2023-03
"É uma ótima ideia, porém uma plataforma cheia de problemas. Vive dando bugs e isso faz com que eu não tenha vontade de usá-la. Porém se melhorarem sua versão para smartphone tem tudo para ser um dos melhores. Na esperança disso acontecer e eu poder melhorar minha nota.",1,2022-10-12 13:38:53,Udemy,Negativo,269,48,2022-10
Eu não paguei para sofrer lavagem cerebral das pautas ambientalistas e identitárias. Tolerância à diversidade e respeito às diversas formas de pensamento não podem ser confundidas com doutrinação encima de apenas um lado ideológica.,1,2024-05-06 12:33:44,Babbel,Negativo,232,34,2024-05
"Minha conta nunca salva, e sempre que eu vou para as configurações ele sai da minha conta",1,2024-12-13 15:38:08,Khan Academy,Negativo,89,17,2024-12
"Seria melhor que não existisse, odeio aula online",1,2024-03-01 19:58:18,Google Classroom,Negativo,49,8,2024-03
No meu celular na abre as atividades. Diz que dns não encontrado,1,2021-09-04 18:21:57,Khan Academy,Negativo,64,12,2021-09
"Comprei 4 cursos pelo site, chegou o e-mail para eu acessar meus cursos, porém eu gostaria de acessar pelo aplicativo, mas toda vez que eu coloco meu e-mail para me cadastrar, ou entrar no aplicativo, da erro ou informa que é inválido, sendo que é o e-mail que eu entro para acessar meus cursos. Gostaria de uma solução, porque o acesso pelo aplicativo será um meio mais fácil para os meus estudos.",1,2023-12-22 15:51:35,Udemy,Negativo,398,72,2023-12
ruim difícil acessar para quem não e tão hábil com programas aplicativo,1,2026-02-13 07:40:29,Hotmart Sparkle,Negativo,71,12,2026-02
"O app tira o modo gratuito quando tem promoção nos serviços! E aliás, essa já é minha 2° resenha que some por falar isso!",1,2022-11-25 10:32:33,Udemy,Negativo,121,24,2022-11
"Problema recorrente no player, vídeo aulas não abrem, ficam com bug de tempo negativo na minutagem",2,2024-08-15 08:29:20,Udemy,Negativo,98,16,2024-08
Pare governo! Esse troço não funciona de verdade 😫 só estavamos indo bem na pandemia pq nós estávamos usando brain.ly 😢,1,2023-03-12 04:20:16,Google Classroom,Negativo,119,21,2023-03
"Muito ruim! Odiei😭 sofri muito não gostei só chorei, odiei a função ""data de entrega"" e a ""concluída com atraso"" a aba ""atividades"" é muito cheia os professores não tem dó!😭 Esse aplicativo é muito pesado depois q instalei nunca mais fui a mesma😖 agora sou emo wandinha/kira kinnie🤘 não sorreio mais😶 Depois de instalar esse app peguei câncer, depressão, autismo, tdah, bloqueio emocional, alzheimer, gay, dengue e muitas outras🤧 NUNCA INSTALEM! Eu só queria assistir minha peppa em paz.🥺",1,2023-04-06 09:20:02,Google Classroom,Negativo,488,80,2023-04
"Minha experiência não é a das melhores, mas no começo estava tudo correndo bem depôs de um tempo não consegui concluir os cursos que comprei! Não roda mas pareou a um tempo, mando mensagem para o suporte e até o momento nada resolvido... Triste realidade.",1,2023-08-17 19:13:00,Udemy,Negativo,255,45,2023-08
esse app não me ajudou em nada,1,2025-03-10 10:48:42,Quizlet,Negativo,30,7,2025-03
"[Pt-br /eng] App bugado, não deixa nem colocar a senha na opção de acesso com e-mail. O teclado não aparece no campo para digitar. / I just can't do the login with my email; my keyboard just don't show up when I tried to put my password.",1,2023-03-23 14:44:35,Udemy,Negativo,237,47,2023-03
comprei em 12x mas debitaram a vista no meu cartão.,1,2025-06-05 16:40:34,Babbel,Negativo,51,10,2025-06
Perdi totalmente acesso ao app. Fazem Seis meses que foi alterado minha senha perdi totalmente acesso.,1,2023-10-21 22:42:17,Google Classroom,Negativo,102,16,2023-10
"todo bugado, tela fica mais de 10 minutos só com a logo, e também não gosto do modo para celular",1,2025-07-10 06:16:25,Google Classroom,Negativo,96,20,2025-07
Gay,1,2022-09-12 12:37:43,Google Classroom,Negativo,3,1,2022-09
excelente APP,2,2026-02-10 18:38:19,Photomath,Negativo,13,2,2026-02
"Muito bom, mas fica saíndo sozinho toda hora",2,2019-11-06 00:11:05,Khan Academy,Negativo,44,8,2019-11
eu tava colocando as respostas certas más tava dando como erradas,2,2025-03-19 11:37:23,Khan Academy,Negativo,65,11,2025-03
"A Udemy é uma boa plataforma e possui uma ampla variedade de cursos. Cabe dizer, entretanto, que este aplicativo faz mal à imagem da plataforma. Isso porque funções básicas não podem ser efetuadas no app. Particularmente, tentei acessar minha conta de todas as formas possíveis. Limpei os dados, reinstalei o aplicativo, usei outros métodos (exceto o login via Facebook), usei outras redes de dados - incluindo dados móveis - e, ainda assim, após três dias tentando, não consegui acessar minha conta.",1,2024-05-17 15:45:37,Udemy,Negativo,500,81,2024-05
Eu nao pesquisei antes de tentar fazer a conta agora tá me dando um trabalho enorme pq eu tentei muitas vezes na minha conta principal aí quando eu fui pesquisar e apareceu que era com o Gmail da escola e agora eu não consigo acessar pq dizem que eu já tentei muitas vezes! E não me deixa entrar nem quando eu espero 2 dias!!! Arrumem isso,1,2023-03-16 23:25:49,Google Classroom,Negativo,339,66,2023-03
"Eu ganhei o acesso a Babel pelo vivo Easy e não consigo ter acesso, clico pra cadastrar porém não entra de jeito nenhum",1,2024-08-27 20:08:46,Babbel,Negativo,119,23,2024-08
"Não explica como mexer,tem que fazer uma conta para mexer ou seja não ajuda em nada",2,2024-11-24 17:47:50,Quizlet,Negativo,83,16,2024-11
"Infelizmente estou tendo uma experiência terrível. Utilizo o galaxy s21 ultra e possuo uma série de cursos. Tento baixá-los de maneira offline e o aplicativo apresenta uma série de problemas... Enquanto não resolverem, não recomendo e se me perguntarem, também não farei questão alguma...",1,2023-10-12 22:00:59,Udemy,Negativo,288,44,2023-10
Pq sim,1,2023-03-19 19:12:19,Google Classroom,Negativo,6,2,2023-03
App crashing for a long time.,1,2024-07-22 07:23:04,Udemy,Negativo,29,6,2024-07
"A parceria com clientes conta VIVO não funciona. O campo inicial ""escolher 5idiomas"" não funciona. Tem erro de programação no SITE",1,2024-07-17 12:45:31,Babbel,Negativo,130,21,2024-07
"Tem que pagar, aff",1,2023-11-15 21:41:49,Babbel,Negativo,18,4,2023-11
"Não consigo salvar arquivos em off-line porquê este aplicativo diz que precisa atualizar o Google Drive, quando não tem uma nova atualização a ser instalada do mesmo.",1,2023-04-05 15:27:43,Google Classroom,Negativo,166,27,2023-04
Roubou 129 reais meus,1,2024-03-29 17:15:36,Photomath,Negativo,21,4,2024-03
"possui um bug que não permite atualização já tem bastante tempo, mesmo mandando feedback de erro com print da situação não foi resolvido.",2,2023-10-14 09:09:07,Google Classroom,Negativo,137,23,2023-10
"Aplicativo pessimo, não daria nem uma estrela. Não consigo logar na minha conta institucional no aplicativo, sendo que antes ela já estava funcionando antes nele. Mudem isso, eu estou com muita raiva. N consegui mandar uma atividade pra minha professora por causa de vcs",1,2023-04-04 23:52:47,Google Classroom,Negativo,270,44,2023-04
"Ele é bom na sua maior parte, porém eu simplesmente não consigo usar ele. Em todos cursos que eu selecionei, ele dizia que havia dado um erro inesperado ou coisa assim. Fiquei realmente ansioso pra poder usar ele pois eu tinha achado o que queria estudar,entretanto ele não funciona,sempre dando erros além de que ele não está totalmente em português :(",2,2020-06-05 01:24:25,Khan Academy,Negativo,353,61,2020-06
"Não funciona. Pagamos pelo curso e os vídeos não abrem. Só aparece mensagem ""tente novamente "".",1,2024-10-21 06:59:36,Google Classroom,Negativo,95,16,2024-10
cheio de bugs. os documentos que os professores postam nem abrem direito.,1,2025-09-02 21:17:40,Google Classroom,Negativo,73,12,2025-09
Uma atualização em que o app não abre mais Genial,1,2025-09-15 11:18:50,Google Classroom,Negativo,49,10,2025-09
Só tem opções de exatas e biológicas. cadê a representatividade das humanas???????,1,2019-02-18 23:06:54,Khan Academy,Negativo,82,12,2019-02
O modo premuin estrago o aplicativo,1,2024-02-23 10:08:27,Photomath,Negativo,35,6,2024-02
"Meu app não esta funcionando, eu utilizo ele muito na escola para envio de atividades, mas não estou podendo enviar mais por erro do app ,peço que isso seja resolvido pois esta prejudicando minhas notas e entregas de trabalho e atividades,obrigada.",1,2023-11-27 08:54:08,Google Classroom,Negativo,248,41,2023-11
"o aplicativo está muito ruim! péssimo para o estudo. apresente falhas, para de reproduzir o vídeo, às vezes produz chiados na tela, coisa horrível.",1,2022-09-14 18:07:44,Udemy,Negativo,147,24,2022-09
Nao sei,1,2023-10-26 10:46:55,Google Classroom,Negativo,7,2,2023-10
"Faço muitos cursos na plataforma, mas não sei o que está acontecendo que recentemente os cursos estão bugando, misturando uns com outros... Hora de dar uma repaginada! 🙏🏼",2,2024-03-19 07:08:24,Udemy,Negativo,170,28,2024-03
"Muito ruim, não deveria existir, escola eh horrível 🤭🤭🤭",1,2024-09-11 15:51:09,Google Classroom,Negativo,55,9,2024-09
Eu amo estuda,1,2024-11-27 15:09:04,Quizlet,Negativo,13,3,2024-11
Eu uso pra escola,1,2023-08-29 07:29:51,Google Classroom,Negativo,17,4,2023-08
Horrível.,1,2023-04-15 09:52:50,Babbel,Negativo,9,1,2023-04
"Uso o app a 137 dias ininterruptos, porém de 2 dias pra cá, o app parou de reconhecer o que eu escrevo, mesmo eu escrevendo correto, ele verifica o exercício como errado. o app está atualizado com a última versão.",1,2025-10-02 12:53:08,Babbel,Negativo,213,40,2025-10
Não consigo atualizar. Dá erro toda hora!,2,2023-05-22 14:24:45,Google Classroom,Negativo,41,7,2023-05
Bom,2,2025-01-05 20:54:06,Photomath,Negativo,3,1,2025-01
"Não pode mudar o idioma? Tem melhores vídeos em inglês que em português! Quero mudar o idioma, por favor!",1,2025-01-07 20:32:19,Khan Academy,Negativo,105,19,2025-01
"voltei a usar novamente para aulas, as vezes o app não abre, não notifica nada e fica travando,terrível",2,2025-09-05 12:59:36,Google Classroom,Negativo,103,18,2025-09
"é muito prático e fácil de usar. mas é decepcionante sua falta de otimização, trava muito e crasha demais",2,2025-09-13 21:34:18,Google Classroom,Negativo,105,19,2025-09
Comprei um curso de informática com vocês e simplesmente sumiu. Também tinha um crédito lá de compra e sumiu. Pode resolver por favor.,1,2024-06-18 09:14:05,Udemy,Negativo,134,23,2024-06
aplicativo tem um limite de tempo para usar quando o limite se encerra tem que excluir limpar o cache e instalar novamente,1,2025-02-06 15:02:02,Udemy,Negativo,122,22,2025-02
buga muito,1,2025-06-04 05:39:02,Khan Academy,Negativo,10,2,2025-06
n gosto de estudar 😭😭😭😭😭,1,2022-10-08 16:49:33,Google Classroom,Negativo,24,5,2022-10
"Não da, e pago",2,2024-08-04 23:13:48,Photomath,Negativo,14,4,2024-08
só trava,1,2025-10-09 20:05:46,Google Classroom,Negativo,8,2,2025-10
"App muito bom, mas não estou conseguindo assinar o Babbel live nem pelo site e nem pelo aplicativo. Quando entro em planos, me redireciona para baixar o aplicativo, porém, já estou na última versão.",1,2024-12-09 11:41:10,Babbel,Negativo,198,34,2024-12
não reconheceu nem um cálculo e quando reconheceu dava resposta nada aver com a questão,1,2025-10-23 09:00:01,Photomath,Negativo,87,15,2025-10
Muito ruim,1,2024-09-24 20:37:18,Google Classroom,Negativo,10,2,2024-09
Toda vez que tento cumprir uma meta da erro na hora de entrar,1,2020-02-10 19:01:59,Khan Academy,Negativo,61,13,2020-02
Ele não explica mais direito e para explicar tem que pagar.,1,2024-05-13 20:01:00,Photomath,Negativo,59,11,2024-05
"O app é bom ,maia as aulas de péssima gravação e audio",1,2023-12-22 19:04:58,Udemy,Negativo,54,12,2023-12
Era um aplicativo muito bom. De repente parou de reconhecer meu microfone. Já desinstalei e reinstalei o aplicativo não sei quantas vezes e nada. Simplesmente tenho que pular TODOS os exercícios de fala é decepcionante. Já entrei em contato e nada foi resolvido.,2,2026-04-02 11:15:55,Duolingo,Negativo,262,43,2026-04
Ninguém gosta de estudar,1,2023-06-30 19:17:27,Google Classroom,Negativo,24,4,2023-06
"A parte da função de ver passo o passo a passo ser paga é péssima, se eu quisesse só o resultado eu usava a calculadora",1,2025-02-23 14:59:31,Photomath,Negativo,119,25,2025-02
exploração dos alunos.,1,2023-08-01 11:35:24,Google Classroom,Negativo,22,3,2023-08
Péssimo odiei muito ruim,1,2021-04-01 19:12:15,Khan Academy,Negativo,24,4,2021-04
"estudo em horário de aula, isso é passamento com o aluno tlk",1,2025-04-24 13:46:56,Google Classroom,Negativo,60,12,2025-04
"Tem tópicos faltando no App, isso é muito inconveniente pq você começa estudando no site e quando vai para o app o tópico não carrega e diz que é problema de conexão.",2,2019-09-05 10:39:35,Khan Academy,Negativo,166,32,2019-09
"Aplicativo ultimamente não abre,ai você perde o dia da entrega",2,2025-08-20 08:56:22,Google Classroom,Negativo,62,10,2025-08
Estou com dificudades pra acessar,1,2021-05-31 18:31:53,Khan Academy,Negativo,33,5,2021-05
Odeio esse aplicativo odeio odeio odeio odeio odeio odeio odeio pior aplicativo que poderia existir na face da terra,1,2024-06-15 12:07:47,Google Classroom,Negativo,116,19,2024-06
"Às vezes demora muito para abrir, e as notificações sempre chegam atrasadas ou não chegam.",2,2025-09-02 11:13:23,Google Classroom,Negativo,90,15,2025-09
Eu te odeio,1,2024-05-11 20:44:06,Google Classroom,Negativo,11,3,2024-05
"App bem fraco, não supera as expectativas de quem quer aprender algum idioma. Não compensa instalar não",1,2023-11-14 09:47:37,Babbel,Negativo,103,17,2023-11
Além disso ser muito bom melhorou pastante o meu estudo😊😊,2,2025-03-20 21:24:14,Quizlet,Negativo,57,10,2025-03
"Primeiramente quero referir-me aos responsáveis pelo desenvolvimento do app como uma comunidade de seres altamente subdesenvolvidos de esforço humano e compromisso, pois seu atos atuais refletem a limitação do uso de meios básicos de aprendizagem que antes eram gratuitos e agora são pagos, o que ao meu ver, mostra que os referidos desenvolvedores desprovidos de bom intelecto não estão conseguindo pagar suas contas ou apenas estão usando a privatização de suas ferramentas didáticas para lucrar.",1,2024-01-20 11:49:01,Photomath,Negativo,498,75,2024-01
Impossível atualizar o app.,1,2024-10-30 21:00:16,Google Classroom,Negativo,27,4,2024-10
o apk só possuí matérias do ensino médio,1,2021-05-28 13:57:25,Khan Academy,Negativo,40,8,2021-05
"horrível, cheio de bugs. só uso por obrigação, mas é um dos piores apps que já usei!",1,2023-04-30 15:13:34,Google Classroom,Negativo,84,17,2023-04
não consigo respostas,1,2025-05-01 21:58:48,Quizlet,Negativo,21,3,2025-05
