texto,nota,data,app,sentimento,texto_preprocessado,texto_stemmed,texto_lemmatized
"Eu já tive acesso ao Khan Academy em inglês e tinha muito mais opções de cursos. Para alguém que fala outros idiomas, o meu caso, seria fascinante praticar também em outras línguas, mas, não há esta possibilidade. Outras ferramentas EAD tem streaming para Chromecast. Os vídeos que eu acessei não consegui enxergar no meu smartphone, e isto me frustrou pois é difícil replicar as fórmulas matemáticas do curso que escolhi. A organização dos cursos no app é muito melhor do que ver vídeos da Khan no canal do YouTube para eu me controlar e avançar, por isto, sem o streaming para Chromecast, prefiro usar um Coursera ou similar que me dê esta possibilidade.",2,2018-11-07 15:13:45,Khan Academy,Negativo,eu já tive acesso ao khan academy em inglês e tinha muito mais opções de cursos para alguém que fala outros idiomas o meu caso seria fascinante praticar também em outras línguas mas não há esta possibilidade outras ferramentas ead tem streaming para chromecast os vídeos que eu acessei não consegui enxergar no meu smartphone e isto me frustrou pois é difícil replicar as fórmulas matemáticas do curso que escolhi a organização dos cursos no app é muito melhor do que ver vídeos da khan no canal do youtube para eu me controlar e avançar por isto sem o streaming para chromecast prefiro usar um coursera ou similar que me dê esta possibilidade,acess khan academy ingl opç curs alguém fal outr idiom cas fascin pratic outr língu possibil outr ferrament ead streaming chromecast víde acess consegu enxerg smartphon frustr poi difícil replic fórmul matemá curs escolh organiz curs app melhor ver víde khan canal youtub control avanç streaming chromecast prefir us cours simil possibil,acesso khan academy inglês ter opção curso alguém falar idioma caso fascinante praticar língua possibilidade ferramenta ead streaming chromecast vídeo acessar conseguir enxergar smartphone frustrar difícil replicar fórmula matemático curso escolher organização curso app bom vídeo khan canal youtube controlar avançar streaming chromecast prefiro coursera similar possibilidade
O pior desse app é q n consegui entrar com minha conta como pode isso!?!,1,2023-02-21 00:11:38,Google Classroom,Negativo,o pior desse app é q n consegui entrar com minha conta como pode isso,pi dess app consegu entr cont pod,mau app conseguir entrar conta
Você só consegue usar se fizer assinatura cado contrário o aplicativo não deixa avançar,1,2024-12-21 20:24:35,Babbel,Negativo,você só consegue usar se fizer assinatura cado contrário o aplicativo não deixa avançar,conseg us fiz assinat cad contr aplic deix avanç,conseguir fizer assinatura car contrário aplicativo deixar avançar
Muito bom,2,2024-02-22 20:53:49,Photomath,Negativo,muito bom,bom,
"lixo de aplicativo, me causou traumas",1,2024-05-23 14:12:43,Google Classroom,Negativo,lixo de aplicativo me causou traumas,lix aplic caus traum,lixo aplicativo causar trauma
péssimo totalmente péssimo,1,2025-09-28 12:30:22,Google Classroom,Negativo,péssimo totalmente péssimo,péss total péss,péssimo totalmente péssimo
"HORRIVEL, Nāo da pra logar em nenhuma conta",1,2023-03-24 10:39:50,Google Classroom,Negativo,horrivel nāo da pra logar em nenhuma conta,horri nāo pra log nenhum cont,horrivel nāo pra logar conta
"Não consigo adquirir um plano, quando abro a página de planos, ele joga pra uma página dizendo pra baixar o app, mesmo com o app já baixado",1,2024-12-01 00:18:37,Babbel,Negativo,não consigo adquirir um plano quando abro a página de planos ele joga pra uma página dizendo pra baixar o app mesmo com o app já baixado,consig adquir plan abr págin plan jog pra págin diz pra baix app app baix,consigir adquirir plano abrar página plano jogar pra página dizer pra baixar app app baixar
"não é gratuito. Mas dizem que é, e logo quando se faz o cadastro pedem fazer o pagamento. Falta de seriedade.",2,2026-02-03 14:11:47,Babbel,Negativo,não é gratuito mas dizem que é e logo quando se faz o cadastro pedem fazer o pagamento falta de seriedade,gratuit diz log faz cadastr ped faz pag falt seriedad,gratuito cadastro pedir pagamento seriedade
"1, não sei quem foi o desgraçado que inventou de criar uma aplicação escolar obrigatória, e deus queiro que tal pessoa desapareça num beco.",1,2024-04-25 21:37:50,Google Classroom,Negativo,não sei quem foi o desgraçado que inventou de criar uma aplicação escolar obrigatória e deus queiro que tal pessoa desapareça num beco,sei desgraç invent cri aplic escol obrigatór deu queir tal pesso desapareç bec,desgraçado inventar criar aplicação escolar obrigatório Deus queiro pessoa desaparecer beco
"ta pra nascer um app pior que esse. e eu to falando da funcionalidade pq o layout é ótimo, mas o app simplesmente resolve nao abrir. eu tenho que tirar dos meus apps recentes e TORCER pra ele querer abrir. fora que por mais que as notificações estejam ligadas, eu apenas não recebo nenhuma.",1,2025-10-23 19:26:41,Google Classroom,Negativo,ta pra nascer um app pior que esse e eu to falando da funcionalidade pq o layout é ótimo mas o app simplesmente resolve nao abrir eu tenho que tirar dos meus apps recentes e torcer pra ele querer abrir fora que por mais que as notificações estejam ligadas eu apenas não recebo nenhuma,pra nasc app pi fal funcional layout ótim app simples resolv nao abr tir app recent torc pra quer abr notific lig apen receb nenhum,pra nascer app mau falar funcionalidade layout bom app simplesmente resolver nao abrir tirar apps recente torcer pra querer abrir notificação estar ligado receber
as matérias que vc procura nunca tem,1,2025-06-08 18:22:50,Quizlet,Negativo,as matérias que vc procura nunca tem,matér proc nunc,matéria procurar
não consigo abrir o app pra estudo,1,2026-02-09 19:07:48,Google Classroom,Negativo,não consigo abrir o app pra estudo,consig abr app pra estud,consigir abrir app pra estudo
Orrivel não gostei,1,2024-11-24 08:57:33,Quizlet,Negativo,orrivel não gostei,orrivel gost,orrivel gostar
não consigo fazer login nem carregar minhas lições horrível,1,2019-08-19 23:26:08,Khan Academy,Negativo,não consigo fazer login nem carregar minhas lições horrível,consig faz login carreg liç horr,consigir login carregar lição horrível
"há meses não consigo mais logar com minha conta de estudante, era prático, mas sem isso se tornou inútil",1,2024-06-17 00:56:48,Google Classroom,Negativo,há meses não consigo mais logar com minha conta de estudante era prático mas sem isso se tornou inútil,mes consig log cont estud prát torn inútil,com si logar conta estudante prático tornar inútil
Horrível,1,2023-11-16 07:50:40,Google Classroom,Negativo,horrível,horr,horrível
Eu numm gostuumm,1,2023-05-01 19:54:44,Google Classroom,Negativo,eu numm gostuumm,numm gostuumm,em umm gostuumm
HORRIVEL eu tentei escanear e só tava aparecendo q não dava porque parecia errado sendo q eu já tinha tentado várias vezes de vários jeitos não recomendo de jeito nenhum,1,2024-07-11 18:37:54,Photomath,Negativo,horrivel eu tentei escanear e só tava aparecendo q não dava porque parecia errado sendo q eu já tinha tentado várias vezes de vários jeitos não recomendo de jeito nenhum,horri tent escan tav aparec dav porqu parec err send tent vár vez vári jeit recom jeit nenhum,horrivel escanear tar aparecer dar parecer errar ser ter tentar várias jeito recomendar jeito nenhum
Jakakakak app mo ruim tmnc governo,1,2023-03-04 18:28:05,Google Classroom,Negativo,jakakakak app mo ruim tmnc governo,jakakakak app ruim tmnc govern,jakakakak app ruim tmnc governo
Vírus no clll,1,2023-12-31 11:34:10,Khan Academy,Negativo,vírus no clll,víru clll,vírus clll
Horrível,1,2024-03-20 13:39:55,Google Classroom,Negativo,horrível,horr,horrível
só trava isso é! ruim mesmo !,2,2025-11-10 12:48:21,Google Classroom,Negativo,só trava isso é ruim mesmo,tr ruim,trar ruim
"Muito paia, tem lição",1,2024-06-08 20:53:32,Khan Academy,Negativo,muito paia tem lição,pai liç,paia lição
Aulas naooooooo,1,2024-03-20 00:03:07,Google Classroom,Negativo,aulas naooooooo,aul naoooooo,aula em aooooooo
Tento entrar mas nao abre a pagina inicial. Com isso nao consigo abrir as atividades que a professora do meu filho me passou.f,1,2020-03-26 00:12:39,Khan Academy,Negativo,tento entrar mas nao abre a pagina inicial com isso nao consigo abrir as atividades que a professora do meu filho me passouf,tent entr nao abr pagin inic nao consig abr ativ profes filh passouf,tentar entrar nao abrir pagina inicial nao consigo abrir atividade professora filho passouf
péssimo,1,2023-04-25 15:46:12,Babbel,Negativo,péssimo,péss,péssimo
"Horrível! não recebi notificações das tarefas e de avisos importantes!! O aplicativo não deixa você entrar em certos momentos,trava muito!em um nível absurdo!!! Falta modo escuro, acumula tarefas,e nós ficamos perdidos!!!",1,2024-03-19 07:50:53,Google Classroom,Negativo,horrível não recebi notificações das tarefas e de avisos importantes o aplicativo não deixa você entrar em certos momentostrava muitoem um nível absurdo falta modo escuro acumula tarefase nós ficamos perdidos,horr receb notific taref avis import aplic deix entr cert momentostr muito nível absurd falt mod escur acumul tarefas fic perd,horrível recebir notificação tarefa aviso importante aplicativo deixar entrar certos momentostrar muitoem absurdo modo escuro acumular tarefase ficar perdido
Comprei um curso. Que dizia oferecer conteúdo em Pdf. Não recebi conteúdo nenhum. O instrutor não responde mensagem. E não oferece reembolso. Vou procurar meus direitos. O suporte. Não funciona.,1,2022-10-09 18:16:41,Udemy,Negativo,comprei um curso que dizia oferecer conteúdo em pdf não recebi conteúdo nenhum o instrutor não responde mensagem e não oferece reembolso vou procurar meus direitos o suporte não funciona,compr curs diz oferec conteúd pdf receb conteúd nenhum instru respond mens oferec reembols vou procur direit suport func,comprar curso dizer oferecer conteúdo pdf recebir conteúdo nenhum instrutor responder mensagem oferecer reembolso ir procurar direito suporte funcionar
"Os cursos são ótimos, mais tem um probleminha ae, não tem a opção ícone de transmissão no canto superior direito do player para reproduzir na minha TV.",2,2023-08-07 15:42:41,Udemy,Negativo,os cursos são ótimos mais tem um probleminha ae não tem a opção ícone de transmissão no canto superior direito do player para reproduzir na minha tv,curs ótim probl opç ícon transmiss cant superi direit play reproduz,curso ótir probleminha opção ícone transmissão canto alto direito player reproduzir
"estou super decepcionado com o aplicativo, parecia ser otimo, mas de qualquer forma, sempre diz que ocorreu algum erro com a internet.",1,2019-08-15 01:53:41,Khan Academy,Negativo,estou super decepcionado com o aplicativo parecia ser otimo mas de qualquer forma sempre diz que ocorreu algum erro com a internet,sup decepcion aplic parec otim qualqu form sempr diz ocorr algum err internet,super decepcionar aplicativo parecer otimo ocorrer algum erro Internet
"Está mal otimizado, os vídeos demiram para carregar",1,2022-10-09 15:44:40,Udemy,Negativo,está mal otimizado os vídeos demiram para carregar,mal otimiz víde dem carreg,otimizar vídeo demir carregar
Odeio,1,2020-05-06 16:00:21,Khan Academy,Negativo,odeio,odei,odeio
"App ruim, diz que é gratuito, mas já aparece no começo uma assinatura. Não dá para fazer nada.",1,2024-03-01 23:58:55,Babbel,Negativo,app ruim diz que é gratuito mas já aparece no começo uma assinatura não dá para fazer nada,app ruim diz gratuit aparec começ assinat faz nad,app ruim gratuito aparecer começo assinatura
"Não consigo salvar os arquivos offline, pois diz que preciso a versão mais recente do Google Drive (QUE JÁ ESTÁ BAIXADA). O problema persiste,mesmo com o Google drive atualizado",2,2023-04-12 10:47:51,Google Classroom,Negativo,não consigo salvar os arquivos offline pois diz que preciso a versão mais recente do google drive que já está baixada o problema persistemesmo com o google drive atualizado,consig salv arqu offlin poi diz precis vers recent googl driv baix problem persistemesm googl driv atual,consigo salvar arquivo offline preciso versão recente google drive baixado problema persistemesmo google drive atualizar
"O app tá horrível, já foi melhor. Não consigo logar minha conta e por causa disso acabo perdendo atividades. Deplorável, melhorem",1,2024-03-29 22:27:07,Google Classroom,Negativo,o app tá horrível já foi melhor não consigo logar minha conta e por causa disso acabo perdendo atividades deplorável melhorem,app horr melhor consig log cont caus diss acab perd ativ deplor melhor,app horrível bom consigir logar conta causa acabo perder atividade deplorável melhor
pouco interativo e o app é lento ao iniciar algumas atividades,2,2025-03-15 08:13:37,Babbel,Negativo,pouco interativo e o app é lento ao iniciar algumas atividades,pouc inter app lent inici algum ativ,interativo app lento atividade
"eu gosto do app, mas preciso que certas coisas sejam consertadas : no celular, a parte inicial não está abrindo, não está mostrando as pastas , cartões , etc. Acho que é um problema recente de atualização poderia deixar uma opção de editar os cartões enquanto estamos fazendo o exercício. Pois,enquanto estou estudando /jogando com os flashcards, eu acho um erro nas minhas respostas , gostaria de editar diretamente ali, sem ter que sair do cartão, ir na página de Deck de cartões e editar.",2,2025-09-06 20:02:53,Quizlet,Negativo,eu gosto do app mas preciso que certas coisas sejam consertadas no celular a parte inicial não está abrindo não está mostrando as pastas cartões etc acho que é um problema recente de atualização poderia deixar uma opção de editar os cartões enquanto estamos fazendo o exercício poisenquanto estou estudando jogando com os flashcards eu acho um erro nas minhas respostas gostaria de editar diretamente ali sem ter que sair do cartão ir na página de deck de cartões e editar,gost app precis cert cois consert celul part inic abr mostr past cart etc ach problem recent atual pod deix opç edit cart enquant faz exercíci poisenquant estud jog flashcard ach err respost gost edit diret ali ter sair cart págin deck cart edit,gostar app preciso certo coisa ser consertar celular inicial abrir mostrar pasta cartão etc achar problema recente atualização poder deixar opção editar cartão estar fazer exercício poisenquanto estudar jogar flashcard achar erro resposta gostar editar diretamente sair cartão página deck cartão editar
